0,1,2,3,4,5,6
-0.39345207,-0.516833911,0.592972922,0.223195345,0.835590371,0.860666761,-1.018370726
-0.578294902,0.187844272,-0.414081017,0.223195345,0.835590371,1.848104673,0.210184997
-0.624686829,0.317364533,-0.57061053,0.223195345,0.835590371,-0.789719607,-0.033725602
-0.600645179,-1.157585184,-0.6170379,0.223195345,0.835590371,3.238420459,0.700440964
-0.465214582,-1.291273435,-0.700022489,0.223195345,0.835590371,0.803598839,0.582989441
-0.395385067,-1.316384502,-0.723073966,0.223195345,0.835590371,2.692943204,1.171684659
-0.223227528,-1.154304269,-0.668674945,0.223195345,0.622092097,1.937930952,1.421743694
-0.296318974,-0.968778576,-0.071531398,-0.481055554,0.431945197,0.370583456,0.006713336
0.557461609,-0.384653639,1.120449928,-0.393024191,-0.778990327,-0.053336199,-0.247601071
1.130716012,-0.408421265,-0.38126077,0.223195345,0.405035518,-0.154644334,0.105617306
1.531088003,0.536995127,1.63907508,0.223195345,0.058649283,-0.550185504,-0.53130402
1.077075348,0.323136563,-0.152621943,-0.065939921,0.835590371,-0.003260338,-1.060036644
0.859250756,0.053447566,-0.002933179,0.223195345,-0.148535007,-0.305844393,-0.000567303
0.664863751,-0.09038807,0.186917415,-0.737146789,-1.039406568,-0.375496639,-0.653475842
0.992989981,0.188452742,1.297233459,0.223195345,0.614793011,0.025803826,-0.415013748
1.113802289,1.248440226,0.002646437,0.223195345,-0.011402782,-0.619337068,0.070945036
0.871090362,1.11280209,0.062000691,-0.29572637,0.034558087,-0.76565172,-0.231105805
0.88776246,0.718061562,-0.294871771,0.223195345,-1.633768343,-0.833954799,-0.018951135
0.611827148,-0.011873005,-0.386544728,0.223195345,-0.494064321,-0.342647042,0.558248367
-0.012651674,-0.232643802,-0.575031436,0.223195345,-1.54379171,-0.638761649,0.371743572
-0.563072551,-0.603455204,-0.483790905,0.223195345,-0.456074187,-0.1697881,0.382369385
-0.606323358,-0.672649863,-0.312082177,-0.698254429,0.835590371,0.848875077,0.697724726
-0.615505093,-0.196310133,-0.584888463,0.223195345,0.835590371,0.367698461,-0.50105695
-0.843236295,-0.765950116,-0.619225234,0.223195345,-4.008151723,0.63185443,0.365876249
-0.328696673,-0.294428557,-0.254955904,0.223195345,0.248470117,-0.046071083,-0.578460923
-0.274331134,-0.443686301,0.018843569,0.223195345,0.835590371,0.066217851,0.81781429
-0.599557869,-1.161296277,-0.409016068,0.223195345,0.835590371,0.62507837,0.145939577
-0.703214829,-1.326173429,-0.496869906,0.223195345,0.835590371,0.785536261,0.16630036
-0.651748786,-1.303437867,-0.733977192,0.223195345,0.835590371,0.594378904,0.215467489
-0.594483752,-1.372698955,-0.640738396,0.223195345,0.835590371,2.845411835,0.606997937
-0.445522175,-1.20138156,-0.642140797,0.223195345,0.835590371,1.567768093,0.953338856
-0.664675703,-1.166780154,-0.535765251,0.223195345,0.835590371,0.18735992,-0.033568089
-0.069191835,-0.791086913,-0.534995335,0.223195345,0.504394331,-0.417586515,0.338442786
0.761513598,-0.437257607,-0.345321112,0.223195345,0.444176869,-0.656174822,-0.077943218
0.791837487,-0.591454982,-0.30155903,0.223195345,-0.004516659,0.947425012,0.253703505
1.171792197,-0.123737487,1.145491808,-0.02329247,-0.128338404,-0.349523313,-0.173712822
1.324498955,0.082489576,-0.045283102,0.223195345,0.057479191,0.289710947,0.319011895
1.142434806,0.087823399,-0.094166461,0.223195345,-0.980812914,-0.376421047,-0.477311545
1.061732184,0.549890199,0.153371783,-0.012678162,0.415536856,-0.376888781,-0.019541606
1.263488739,0.132525616,0.010145822,0.223195345,-0.011402782,-0.586611154,-0.275040685
1.502093049,0.388567021,0.002239735,-0.028966102,-0.570303026,0.438537727,-0.51605473
1.186893736,0.898824445,-0.201406765,0.223195345,-1.231072922,-0.613799834,-0.695553051
1.127574892,0.991897301,0.065912519,0.01518875,-0.875223613,-0.707499761,-0.968206999
0.27488162,-0.209073031,-0.454429547,0.223195345,-1.29743367,-0.220062253,-0.652667412
-0.36047031,-0.722239618,-0.468672139,0.223195345,-1.151585872,-0.07095377,-0.688737053
-0.543500957,-0.037773238,-0.399022084,-0.584961424,-0.524056532,-0.875552318,-0.814705098
-0.585664453,0.798881296,-0.518350001,0.223195345,0.155766919,-0.545533852,-0.890300837
-0.829705316,0.480247381,-0.546641284,0.223195345,0.835590371,-1.238260749,-1.18615486
-0.311662138,0.088467299,-0.372723524,0.223195345,0.097496338,-0.083024881,0.712742325
-0.646312232,-0.687155406,-0.488574408,0.223195345,0.42553813,1.129404974,1.140922009
-0.629036072,-1.141173645,-0.536988769,0.223195345,0.835590371,1.504844881,-0.001292063
-0.649694977,-1.301352695,-0.740475572,0.223195345,0.835590371,4.121468802,0.776342752
-0.581073585,-1.228418578,-0.673968567,0.223195345,0.835590371,0.540948299,0.602786101
-0.593154816,-1.269630414,-0.734120876,0.223195345,0.835590371,0.589786614,0.514840418
-0.589288822,-1.227130398,-0.723961416,0.223195345,0.835590371,0.47834162,0.249751074
-0.612363973,-0.786539218,-0.624740612,0.223195345,0.835590371,1.707563435,0.928023869
-0.597866496,-0.996017033,-0.633703604,0.223195345,0.835590371,1.690331325,0.702491062
-0.211146297,-0.567462796,-0.551729825,0.223195345,0.365894168,0.968086643,-0.069639337
0.227523195,-0.381720165,-0.421047307,0.223195345,0.308380347,0.328459609,-0.155436238
0.542722507,-0.470722584,-0.39559086,0.223195345,-0.347613804,-0.292419597,-0.907375281
0.412607651,-0.074777196,-0.140784746,-0.38730079,-0.08702717,-0.965169669,-0.685261724
0.058506775,0.023404693,-0.346604606,0.223195345,0.53865599,-0.53581326,-1.250430468
0.307138506,0.565686962,-0.465487543,0.223195345,0.17319829,0.167890131,-1.375239505
0.784347124,-0.242490472,-0.1180628,0.223195345,-1.986533874,-0.549110062,-0.380652244
1.091452012,-0.037780506,-0.181165064,0.027570095,-1.070144223,-0.935801034,-0.666478618
0.898273131,0.653149162,-0.292948592,0.223195345,-0.684014992,-0.641555653,-0.96100787
0.696637388,1.552253422,-0.090318493,0.223195345,-1.410782774,-0.998845007,-0.487125185
0.098495649,1.783435723,-0.346466227,0.223195345,-1.088165354,-1.033593297,-0.815304792
-0.421238901,-0.50574604,-0.583181307,0.223195345,0.248470117,-0.498051425,-0.478495184
-0.424017584,-0.361982252,-0.604827257,-0.715805853,-1.982586847,-0.493865228,-0.774149436
-0.383424649,0.793483982,-0.403280971,-0.350032131,-0.055212772,-0.990434804,-1.279765676
-0.330146421,-0.315871963,-0.517524847,0.223195345,-1.054650446,-0.981091659,0.160919367
-0.220328032,0.193814955,-0.303205026,0.223195345,0.835590371,-0.864719015,0.295847514
-0.344643898,-0.427072842,-0.37020827,0.223195345,0.835590371,-0.207166692,0.56577091
-0.286049928,-1.075758813,-0.661206874,0.223195345,0.835590371,0.420691388,-0.025039729
-0.355154569,-1.069826043,-0.597593591,0.223195345,0.835590371,0.957470038,0.032508875
-0.334495664,-1.122639528,-0.690802827,0.223195345,0.835590371,1.532261529,0.18844038
-0.366873363,-1.148318366,-0.628603645,0.223195345,0.835590371,-1.079287616,-0.016405906
-0.380041904,-1.090483929,-0.641613576,0.223195345,0.835590371,0.203914513,0.295422991
-0.594242127,-1.186655837,-0.637558158,0.223195345,0.835590371,0.447982831,-0.290585018
-0.411090667,-0.965681372,-0.186578446,0.223195345,0.835590371,-0.548593456,-1.029695383
0.780722755,-0.147158382,0.435392283,-0.014957133,-1.009644712,-0.517153703,-0.659928982
0.803918718,-0.266868543,-0.07671175,0.223195345,0.361585029,-0.565364721,-1.304095261
1.477809775,0.263040764,0.252921218,0.223195345,0.137393313,-0.34423135,-1.253306236
2.07631395,0.479460999,-0.023137218,0.045865982,-0.858395935,-0.728852727,-1.011463692
1.037086473,0.004747013,0.10450022,0.223195345,-1.460702177,-0.439580062,-0.358678189
0.780601943,1.055716628,0.507125924,0.223195345,-0.420194616,0.861438898,-1.509772638
1.701312545,1.551246633,-0.100198022,-0.385416543,-0.778990327,-0.35856339,-1.279475007
1.37028682,1.20623282,0.10814974,0.223195345,-1.353671592,-0.688298764,-1.947631729
1.108848985,1.965189212,0.452993048,-0.027682838,-0.674147424,-0.785564547,-1.792514811
0.782172503,1.00479298,0.12418206,-0.082052723,0.616664175,-0.57120977,-0.989148766
-0.140229472,0.109425747,-0.465037541,0.223195345,-0.184144806,-0.699234711,-0.841850993
-0.595691875,-0.741646856,-0.308920225,0.223195345,0.835590371,0.07174924,0.191372594
-0.654648281,-0.653154289,-0.568824972,-0.715805853,0.835590371,0.330273523,0.256699002
-0.843115482,-0.636960094,-0.520743647,0.223195345,0.835590371,1.338729617,-0.697925802
-1.032186745,-0.794249684,-0.596237237,-1.788950079,0.835590371,0.795290685,-0.298288426
-0.522962865,-0.596958233,0.140331107,0.223195345,0.835590371,-0.764293885,0.779981542
-0.626136576,-0.432935055,-0.498922605,0.223195345,0.835590371,-0.784549599,0.363486152
-0.4850278,-0.496316252,-0.60278697,0.223195345,0.835590371,-0.576195066,-0.928864231
-0.558481684,-1.114572327,-0.647968556,0.223195345,0.835590371,1.248958107,0.070740834
-0.50544508,-1.056349093,-0.449350575,0.223195345,0.835590371,1.455505048,-0.16605188
-0.349838827,-1.069190272,2.996476903,0.223195345,0.616664175,0.965157069,0.02663465
-0.104348216,-1.272989281,-0.678026543,0.223195345,0.835590371,0.634900713,0.053111042
0.106710886,-0.77812483,-0.43574729,0.223195345,0.32905525,0.196636878,-0.658210762
0.47482599,0.021831298,0.066626819,0.223195345,-0.831073575,-1.335589891,-0.831954296
1.271341539,0.352356282,0.571620357,0.223195345,-0.987936064,-0.677961807,-0.434110519
1.3671457,0.809113698,0.686739413,-0.629212083,0.143627215,-0.812886787,-0.716847684
1.355185282,0.638391478,1.023359562,0.223195345,-1.512890644,-0.831057538,-0.254152376
1.233285662,0.851615259,0.921759323,0.223195345,-3.324007359,-0.996537261,0.156679388
1.215526253,0.94016924,0.452168842,-0.186763598,-1.223585012,-0.753578275,-0.304145866
1.426343731,2.074358355,1.044119152,-0.287660229,-1.151585872,-1.004118368,0.305958719
1.373669565,1.397736869,0.894403622,0.007451087,-0.577167739,-1.114302098,0.43904057
1.530000692,0.914648332,1.145064166,0.223195345,-0.093664707,-0.609660324,0.19008937
1.227607484,2.176109617,0.67631196,0.223195345,-0.098143044,-0.824199462,0.256255204
1.20803589,0.221280606,-0.071517423,0.223195345,0.164595795,-0.629149704,-0.434967185
0.221965829,-0.291397605,-0.488777641,-0.235386636,-0.666345162,-0.090873369,-1.054898182
-0.263458027,0.698031545,-0.376168912,-0.565565661,-0.025519334,-0.317404567,-0.27803409
-0.483819677,-0.804433639,-0.456650422,-0.724834711,-0.849189488,0.239807487,0.13441964
-0.795515433,-1.021153323,-0.51848331,0.223195345,0.835590371,1.196636033,0.208588103
-0.847827162,-0.783960603,-0.381799455,0.223195345,0.835590371,1.000135925,0.258909578
-0.745015888,-0.440492024,-0.345487536,0.223195345,0.835590371,-0.580731471,0.563182315
-0.636043186,-0.146669144,-0.460834507,0.223195345,0.273997085,-0.864791247,1.060293779
-0.592067505,-1.034954996,-0.521407825,0.223195345,-4.997733441,1.513786689,0.267715483
-0.63314369,-1.236653155,-0.439348916,0.223195345,0.835590371,1.489560773,1.452396378
-0.572254287,-1.148121739,-0.483054909,0.223195345,-0.121198191,1.571745123,0.505876699
-0.477658249,-1.211896291,-0.345617719,0.223195345,0.835590371,1.281100477,0.837835505
-0.260558531,-1.111065002,0.205190411,0.223195345,0.835590371,0.631866103,0.814431115
-0.204380808,-0.763388672,-0.221732602,0.223195345,0.22051201,0.235526374,0.656532245
0.662326693,-0.19051369,-0.057450398,0.223195345,-2.155632817,-0.569481415,1.078060206
1.306618734,0.648290977,0.542464411,-0.442987937,-0.560803746,-0.877446793,0.030321847
1.966253937,0.84952806,1.375660707,0.223195345,-0.430747431,-0.698214747,-0.262891913
1.694305431,1.868666673,1.107993274,-0.569794943,-0.831073575,-0.812970786,0.336432107
1.453164064,0.421346108,0.730541053,0.223195345,-1.536854736,-0.442821693,-0.320680046
1.536766181,-0.05769709,0.260866767,0.038560278,-0.255957143,-0.370289385,-0.571268447
1.42259855,1.018426695,0.734538012,-0.772715016,-0.534356888,-0.923011465,0.033456825
1.654195745,1.442098915,0.809201,-0.248551668,0.301108485,-0.814335124,-0.287718867
1.521906267,1.61588686,0.895268853,-0.337004233,-0.080483784,-0.806451133,-0.188719837
1.262763866,0.67876109,0.533114329,-0.030915804,-0.7460397,-0.747538252,-0.526977569
1.057866191,0.078032115,-0.128251916,-0.11796426,-0.599592471,0.029469306,-0.591751513
0.510465621,-0.421951981,-0.349227777,-0.685515492,-0.065570949,0.104213714,-0.493914128
-0.053607047,-0.634027404,-0.291618862,0.223195345,-2.583521695,-0.067784458,-0.651380232
-0.307675331,-0.797050605,-0.507059401,0.223195345,-0.524056532,0.330917101,-0.141753289
-0.46775164,-0.595286448,-0.461346331,0.223195345,-0.524056532,0.594842597,1.420225439
-0.615384281,-0.058675135,-0.042270046,0.223195345,-0.287596201,-0.571731091,-0.191500894
-0.561743616,-0.024442214,-0.544470957,0.223195345,0.835590371,0.043667001,0.625036897
-0.452166852,1.330510582,-0.389471138,0.223195345,0.835590371,-0.459784305,1.540854211
-0.418822655,1.066130842,0.03799743,0.223195345,0.835590371,-0.004786714,1.798966908
-0.482853179,-1.202291378,-0.606766685,0.223195345,0.574648036,3.24919939,2.35510037
-0.452166852,-0.750330099,-0.581706614,0.223195345,0.630564251,-0.461104337,1.370037557
-0.423896772,-0.389812286,1.280472724,0.223195345,0.835590371,-0.187530958,1.106640566
-0.313595135,-0.626779128,-0.012756523,0.223195345,0.835590371,-0.196443222,0.888921668
-0.498317154,-0.747924078,-0.295103665,0.223195345,0.835590371,-0.099869054,0.181803974
0.270532377,-0.280761565,-0.015976129,-0.393024191,0.111292488,-0.413091333,-0.191048064
0.952034608,0.157999622,0.249192299,0.223195345,-1.561312933,-0.697783178,0.013055073
1.24415877,-0.149509649,0.272320096,-0.121542857,-0.778990327,-0.278056252,0.126164536
1.490736692,0.162706057,0.554245659,0.223195345,0.835590371,-0.665292335,-0.091492016
1.490736692,0.440430851,0.214380276,-0.309751281,-0.430747431,-0.847180547,-0.39994891
1.067047926,0.514501018,0.078684113,0.223195345,-1.624723073,-0.989856879,0.037102561
1.227124235,0.921888428,0.734982518,0.223195345,0.161678428,-0.724421603,-0.153993178
1.309276604,0.614004593,0.787318798,-0.010442394,-0.573498238,-0.943205622,-0.457357355
1.212264321,0.680792142,0.347348903,0.223195345,-0.197741275,-0.874659227,-0.635226743
1.100392123,1.209142793,0.229103757,-0.060123982,-0.142943385,-1.057345018,-0.280699499
0.71451761,0.924168683,-0.0558865,0.223195345,-0.062958887,-0.910711964,-0.669907977
-0.009027305,-0.50274839,-0.388677914,-0.350032131,-1.601512569,0.176078515,-0.256909602
-0.35104695,-0.79625926,-0.558583271,0.223195345,-3.685235583,0.070313833,-0.913652167
-0.3907942,-0.965309366,-0.111810052,0.223195345,-1.317183893,0.156100276,-1.295599089
-0.70744326,-0.882391822,-0.648685603,0.223195345,0.835590371,0.012194431,-0.582258733
-0.502787209,-0.823107704,-0.601572264,0.223195345,0.835590371,1.785921663,1.160161494
-0.356362692,-0.998884306,-0.3742788,0.223195345,0.461194847,0.139108656,0.803423867
-0.367235799,0.734782299,-0.205408793,-2.857902335,0.835590371,0.852545685,0.639048627
-0.342710901,-0.777503672,-0.508063011,0.223195345,0.658650021,1.509089648,0.325824677
-0.374967787,-0.33259731,-0.466924005,0.223195345,0.835590371,-0.365667059,-0.366002041
-0.456032846,-0.458130228,-0.560628342,0.223195345,0.835590371,-0.04129105,-0.692602
-0.376296723,-1.161253579,-0.712559631,0.223195345,0.835590371,1.002651083,-0.334175956
-0.217790974,-0.943207802,-0.568562522,0.223195345,0.638389675,1.475961162,-0.375323502
-0.184205152,-0.619788842,0.270880885,0.223195345,0.835590371,0.047601892,-0.795991738
0.38010914,0.438197423,0.436668433,0.223195345,0.495678645,-0.757712446,0.097883192
0.935483322,1.262769605,1.617201311,0.223195345,-0.177479871,-1.315740178,-0.324008804
1.032616418,0.976774246,1.821841614,0.223195345,0.205510099,-1.011437339,-0.140997954
0.710530804,1.543675127,1.291433698,-0.370751196,-0.287596201,-1.10091575,-0.319004739
0.671266804,0.574005189,0.933820407,0.223195345,0.545328673,-1.092348746,-0.562251329
0.564589535,1.419833242,0.954694736,0.223195345,-0.418452889,-1.193863248,-1.386308098
0.803435469,0.181393343,0.295706694,0.223195345,-1.317183893,-0.688702807,-0.023839856
0.982600122,0.273146766,1.206331224,-0.529439203,-0.972740011,-0.737500071,-0.825470577
1.056416443,0.537510956,0.934241038,-0.130192203,0.589559027,-0.767100141,-1.12346166
0.746291247,0.983921145,0.34590794,-0.158956306,0.378363979,-0.623691362,0.039650158
0.350389312,-0.192692693,-0.437804158,-0.216961467,-0.88662904,-0.771186694,-0.277517396
-0.107851773,-0.224039119,-0.185577963,-0.619498038,-1.317183893,-0.571361299,-0.025223734
-0.576724342,-0.202682376,-0.328285989,-1.248373696,0.835590371,-0.641723658,-1.04800577
-0.603544675,-0.859782381,-0.602976891,0.223195345,0.835590371,-0.04617498,-0.712165962
-0.806388541,-0.972837287,-0.425115563,0.223195345,0.835590371,-0.056116274,-0.769545828
-0.829463691,-1.250270053,-0.716353167,0.223195345,0.835590371,2.415247478,0.472819242
-0.539876588,1.453213505,-0.205681618,0.223195345,0.297396805,0.194851182,0.259756764
-0.665279764,0.304490153,0.098018468,0.223195345,0.835590371,0.405016078,0.227929634
-0.451925228,0.447844883,-0.18902733,0.223195345,0.835590371,0.139558401,-0.335508833
-0.494330348,0.336277342,-0.539339068,0.223195345,0.835590371,0.226294373,0.371114515
-0.477537437,-0.746867322,-0.504251709,0.223195345,0.835590371,1.057524197,0.033327866
-0.391156637,-1.037669988,-0.656010037,0.223195345,0.835590371,2.535385273,0.13803603
-0.466301892,-1.10743376,-0.138739059,0.223195345,0.835590371,1.997436004,0.040807075
-0.63362694,-0.979715533,-0.64215065,0.223195345,0.835590371,0.704470655,-0.04006342
0.314749682,-0.468149541,-0.469241143,0.223195345,-2.434446485,-0.46770709,0.333762505
0.906850805,0.457433765,-0.100436974,-0.120341679,-0.849189488,-0.855717241,-1.01578498
1.188947545,0.175448492,-0.351252288,0.223195345,-0.466928511,-0.473272692,-0.449991556
1.357480715,-0.159713484,-0.277700353,0.223195345,-1.430487801,-0.117913209,-0.301269171
1.881202072,0.226833342,-0.17797573,-0.02961267,-0.394566351,0.473893367,-0.476750076
1.458117368,-0.117714558,-0.207426814,0.223195345,-0.142943385,-0.179260722,-0.475174895
1.567210883,0.732657011,-0.270194526,0.223195345,-0.328071393,-0.057333127,-0.340759664
1.637402834,0.38522107,-0.216212866,0.223195345,-0.477966807,-0.519582455,-0.427617607
1.629912471,0.103661315,-0.303117716,-0.855525944,-0.049111381,-0.38758498,-0.585280729
1.80992281,0.543716634,0.056063262,0.062092198,-0.331074391,-0.25739098,-0.985343909
1.453284876,0.445226306,-0.203118137,0.009785982,-1.151585872,-0.386763371,-0.856987992
0.431816808,-0.461276813,-0.427745115,0.223195345,0.545328673,0.167452836,-0.812836018
-0.178043724,-0.519118142,-0.058880986,0.223195345,0.835590371,-0.542894262,-0.723313586
-0.36832311,-0.673166908,0.026171224,0.223195345,0.835590371,-0.121837985,-0.848245367
-0.497713093,-0.608343577,-0.417460603,0.223195345,0.835590371,-0.471932199,-0.805926921
-0.824027138,-1.027391949,-0.505893631,0.223195345,0.835590371,0.508536556,-1.583017571
-1.041489293,-0.938836018,-0.517443744,0.223195345,0.835590371,0.323928749,-2.054430799
-0.741029082,-0.820884888,-0.572621114,0.223195345,0.835590371,0.835233561,-1.461817205
-0.833450498,-0.894735103,-0.584021762,0.223195345,0.835590371,0.418044566,-1.68338256
-0.801797673,-1.012719713,-0.677369376,0.223195345,0.835590371,0.568283773,-1.281958215
-0.929254658,-1.376692604,-0.59986345,0.223195345,0.835590371,0.907997409,-1.456248931
-0.921160234,-1.220994264,-0.672472461,0.223195345,0.835590371,1.924515131,-1.225787828
-0.79273675,-1.268311793,0.205800489,0.223195345,0.835590371,1.509076499,-1.583290377
-0.238329066,-0.520845187,1.242196315,0.223195345,-0.109530037,-0.022716418,-0.874232288
0.177627711,-0.098377725,2.07517692,0.223195345,-0.626671393,-0.49777063,-0.060357473
0.976317882,-0.161348168,-0.021511356,0.223195345,0.297396805,-0.069084716,-0.482279416
1.495206747,0.617359509,1.711855346,-0.381682727,-0.30747561,-0.554966686,-0.421123674
1.567935757,0.613057573,0.492528125,-0.056110961,-0.534356888,-0.629154223,-0.402107697
1.567814944,0.69437984,0.593030102,-0.05532196,0.461194847,-0.542205039,-0.59139957
1.20018309,1.514245967,1.012797237,-0.600719355,0.189758092,-0.583909979,-1.320428002
1.45086863,0.955785432,2.101177357,0.223195345,-0.019816621,-0.79962311,-0.148773518
1.430209725,1.758270232,0.417627843,0.011617822,-0.849189488,-1.202534301,-0.977729597
1.576271806,1.176396983,0.868598079,0.003116939,-1.843417602,-0.968254769,-1.383901821
